שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
אבו עבדון שבט,958,139,47,1,46,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
אדירים,113,230,191,0,191,2,8,0,0,0,0,1,13,0,1,0,0,0,0,0,9,2,84,0,0,0,0,9,0,0,0,0,0,0,0,0,62
אור הגנוז,1294,272,183,1,182,0,81,0,0,0,0,0,2,0,0,0,0,0,0,0,21,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,55
אורטל,4013,247,180,0,180,24,1,0,2,0,0,7,9,0,1,0,0,0,0,0,1,5,15,11,0,0,0,102,0,0,0,0,0,0,0,0,2
אחווה,1157,188,146,0,146,10,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,24,10,2,0,0,84,0,0,0,0,0,0,0,0,3
איבים,338,107,24,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,13,0,0,0,0,3,0,0,0,0,0,0,1,0,0
אלומה,1145,322,278,1,277,0,81,0,0,0,0,2,6,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,175
אלומות,330,303,208,0,208,48,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,5,23,29,0,0,0,94,0,0,0,0,0,0,0,0,1
אלוני יצחק,868,127,28,0,28,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0
אליאב,1365,198,166,0,166,27,2,1,0,0,0,0,49,1,0,0,0,0,0,0,0,0,12,5,0,0,0,68,0,0,0,0,1,0,0,0,0
אלמוג,3556,198,128,1,127,30,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,18,11,0,0,0,55,0,0,0,0,0,0,0,0,0
אמנון,1253,268,197,0,197,22,3,0,0,0,0,1,16,0,1,0,0,0,0,0,3,15,74,10,0,0,0,44,0,0,0,0,0,0,0,2,6
אמציה,23,195,143,0,143,6,2,0,0,0,0,6,57,0,0,0,0,0,0,0,9,1,30,1,0,0,0,29,0,0,0,0,0,0,0,0,2
אשל הנשיא,2021,116,75,0,75,14,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,3,15,3,0,0,0,29,0,0,0,0,0,0,0,0,0
בית גוברין,619,288,225,1,224,44,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,34,0,0,0,130,0,1,0,0,0,0,0,0,0
בית זיד,353,114,74,5,69,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,40,0,0,0,0,1,0,0,1,1
בית עובד,202,249,190,0,190,17,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,6,12,28,0,0,0,122,0,0,0,0,0,0,0,0,0
ברוש,2060,331,254,0,254,44,0,0,0,0,0,1,16,0,0,0,0,0,0,0,5,7,125,2,0,0,0,32,0,0,0,0,0,0,0,0,22
גברעם,342,318,234,0,234,43,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,18,26,12,0,0,0,124,0,0,0,0,1,0,0,0,3
גדעונה,442,291,201,2,199,21,5,0,0,0,0,0,7,0,0,0,0,0,0,0,8,10,93,3,0,0,0,36,0,0,0,0,0,0,0,0,16
גיבתון,196,260,207,0,207,27,2,1,0,0,0,2,9,0,0,0,0,0,0,0,2,8,23,23,0,0,0,110,0,0,0,0,0,0,0,0,0
גלגל,3606,152,89,1,88,5,0,0,1,0,0,1,3,0,0,0,0,0,0,0,4,8,29,5,0,0,0,30,0,0,0,0,0,0,0,0,2
גן שורק,311,265,202,0,202,10,0,1,0,0,0,4,10,0,0,0,0,0,0,0,0,13,35,14,0,0,0,114,0,1,0,0,0,0,0,0,0
דבורה,146,230,165,0,165,24,0,1,0,0,0,0,6,0,1,0,0,0,0,0,2,6,35,3,0,0,0,83,0,0,1,0,0,0,0,0,3
דברת,407,313,217,1,216,28,1,0,0,0,0,0,4,0,0,0,0,1,0,0,1,9,14,11,0,0,0,144,0,0,0,0,0,0,0,0,3
דישון,2063,295,179,0,179,12,0,0,0,0,0,3,14,0,0,0,0,0,0,0,5,10,86,0,0,0,0,30,0,0,0,0,0,0,0,0,19
הר עמשא,1261,107,70,0,70,10,0,1,0,0,0,2,5,0,1,0,0,0,0,0,1,6,9,14,0,0,0,21,0,0,0,0,0,0,0,0,0
ורדון,1133,218,154,1,153,11,1,0,0,0,0,6,10,0,0,0,0,0,0,0,3,5,46,15,0,0,0,41,0,0,0,0,0,0,0,0,15
זוהר,44,265,199,0,199,6,8,0,0,0,0,6,10,0,0,0,0,0,0,0,1,3,119,1,0,0,0,23,0,0,0,0,0,0,0,0,22
חזון,1047,255,211,0,211,3,9,0,0,0,0,5,16,0,0,0,0,0,0,0,4,3,130,2,0,0,0,11,0,0,0,0,0,0,0,0,28
טפחות,1214,245,199,0,199,1,2,0,0,0,0,0,81,0,0,0,0,0,0,0,12,1,84,0,0,0,0,1,0,1,0,0,0,0,0,0,16
יושיביה,803,334,265,1,264,3,3,0,0,0,0,1,29,0,0,0,0,0,0,0,23,1,93,0,0,0,0,9,0,0,0,0,0,0,0,0,102
כדיתה,1338,128,64,1,63,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,24,11,0,0,0,11,0,1,0,0,0,0,0,0,0
כורזים,1252,339,225,0,225,32,5,1,0,0,0,2,10,0,0,0,0,0,0,0,1,11,26,32,0,0,0,105,0,0,0,0,0,0,0,0,0
כחלה,1367,243,176,6,170,0,0,55,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,101,0,0,0,0,0,0,0,2,0
כלנית,1229,186,154,0,154,2,4,0,0,0,0,1,17,0,0,0,0,0,0,0,5,1,105,0,0,0,0,1,0,0,0,0,0,0,0,1,17
כפר גדעון,106,182,140,0,140,5,61,0,0,0,0,2,8,0,0,0,0,0,0,0,3,2,29,0,0,0,0,9,0,0,0,0,0,0,0,0,21
כפר סילבר,107,97,35,0,35,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6,1,0,0,0,23,0,0,0,0,0,0,0,0,0
כפר שמאי,605,334,244,2,242,6,11,0,0,0,0,2,31,0,2,0,0,0,0,0,24,1,101,6,0,0,0,16,0,0,0,0,0,0,0,0,42
כרמי קטיף,1374,208,180,0,180,0,0,0,0,0,0,1,166,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
כרמל,3656,263,204,0,204,0,5,0,0,0,0,0,153,0,0,0,0,0,0,0,18,0,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0
מחנה הילה,1411,122,90,0,90,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,10,10,0,0,0,51,0,0,0,0,0,0,0,0,0
מחנה יהודית,1413,131,91,1,90,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,2,22,2,0,0,0,46,0,0,0,0,0,0,0,0,3
מחנה יפה,1415,217,147,1,146,7,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,36,1,0,0,0,79,0,0,0,0,0,0,0,1,0
מחנה מרים,1414,100,67,0,67,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,14,5,0,0,0,37,0,0,0,0,0,0,0,0,2
מחנה תל נוף,1412,176,110,0,110,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,26,5,0,0,0,56,0,0,0,0,0,0,0,0,0
מיצר,4019,123,94,0,94,9,1,0,0,0,0,3,5,0,0,0,0,0,0,0,3,7,8,13,0,0,0,45,0,0,0,0,0,0,0,0,0
מלילות,2044,259,202,0,202,4,1,0,0,0,0,3,18,0,0,0,0,0,0,0,26,7,115,0,0,0,0,8,0,0,0,0,0,0,0,0,20
מעון,3657,299,220,0,220,1,3,0,0,0,0,0,161,0,0,0,0,0,0,0,43,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1
מצפה,58,136,94,0,94,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,20,5,0,0,0,53,0,0,0,0,0,0,0,0,0
מרגליות,843,335,197,0,197,54,2,0,0,0,0,2,8,0,0,0,0,0,0,0,7,4,57,6,0,0,0,43,0,0,0,0,0,2,0,3,9
מרחב עם,1340,185,157,0,157,3,1,0,1,0,0,0,103,0,0,0,0,0,0,0,14,1,18,0,0,0,0,4,1,0,0,0,0,0,0,0,11
נגוהות,3724,139,123,0,123,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,33,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1
נווה איתן,296,186,117,0,117,31,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,3,9,14,0,0,0,53,0,0,0,0,0,0,0,0,2
נווה זוהר,1057,56,35,0,35,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,4,0,9,2,0,0,0,10,0,0,0,0,0,1,0,0,1
נווה ים,312,209,162,0,162,15,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,7,47,14,0,0,0,64,0,0,0,0,0,0,0,0,1
נועם,15,308,228,1,227,1,4,0,0,0,0,2,8,0,0,0,0,0,0,0,4,1,158,0,0,0,0,13,0,0,0,0,0,0,0,0,36
נורית,833,106,87,0,87,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,5,27,8,0,0,0,31,0,0,0,0,0,0,0,0,1
נחל עוז,844,345,236,3,233,69,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,9,13,22,0,0,0,113,0,0,0,0,0,0,0,0,1
נטור,4014,242,182,2,180,13,0,0,0,0,0,2,52,0,0,0,0,0,0,0,28,6,20,9,0,0,0,45,0,0,2,0,0,0,0,0,3
נטע,1369,221,192,1,191,0,2,0,0,0,0,0,151,0,0,0,0,0,0,0,28,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3
עטאוונה שבט,969,112,44,0,44,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
עין זיוון,4503,272,183,0,183,11,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,13,16,26,0,0,0,106,1,0,3,0,0,0,0,0,0
עין קנייא,4502,139,34,0,34,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,12,1,0,0,0,14,0,0,0,0,0,0,0,1,2
עמוקה,1212,139,103,1,102,9,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,12,18,0,0,0,51,0,0,0,0,0,0,0,0,1
עמיחי,3824,71,68,0,68,0,2,1,0,0,0,0,18,0,0,0,0,0,0,0,27,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,10
פדויים,750,332,240,0,240,10,9,0,0,0,0,23,28,0,0,0,0,0,0,0,15,6,100,0,0,0,0,29,0,0,0,0,0,0,0,0,20
פוריה  כפר עבודה,1104,266,174,0,174,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,2,1,110,0,0,0,0,30,0,0,0,0,0,0,0,4,10
צבעון,1213,150,120,2,118,8,1,1,1,1,0,1,7,0,1,0,0,0,0,0,0,5,8,49,0,0,0,35,0,0,0,0,0,0,0,0,0
קוממיות,766,242,141,1,140,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
קלע,4024,214,140,0,140,12,0,0,0,0,0,0,7,0,2,0,0,0,1,0,0,16,35,8,0,0,0,58,0,1,0,0,0,0,0,0,0
רוויה,2016,255,181,0,181,5,2,0,0,0,0,6,2,0,0,0,0,0,0,0,8,0,114,0,0,0,0,9,0,0,0,0,0,0,0,0,35
רחוב,854,324,233,0,233,5,0,0,0,0,0,2,14,0,0,0,0,0,0,0,4,2,171,0,0,0,0,11,0,0,0,0,0,0,0,0,24
ריחן,3568,198,151,1,150,10,0,1,0,0,0,1,18,0,0,0,0,0,0,0,8,8,37,6,0,0,0,60,0,0,0,0,1,0,0,0,0
רתמים,1260,216,180,0,180,14,0,0,0,0,0,0,114,0,0,0,0,0,0,0,10,0,19,2,0,0,0,21,0,0,0,0,0,0,0,0,0
שוקדה,415,267,216,1,215,4,1,0,0,0,0,0,103,0,0,0,0,0,0,0,9,0,65,0,0,0,0,2,0,0,0,0,0,0,0,0,31
שפר,846,319,228,0,228,0,16,1,0,0,0,2,13,0,0,0,0,0,0,0,7,4,123,5,0,0,0,37,0,0,0,0,0,0,0,0,20
שקף,1233,277,222,0,222,30,0,0,2,0,0,13,9,0,0,0,0,0,0,0,2,7,30,21,0,0,0,108,0,0,0,0,0,0,0,0,0
שרשרת,398,245,190,0,190,1,9,0,0,0,0,5,28,0,0,0,0,0,0,0,22,3,97,1,0,0,0,6,0,0,0,0,0,0,0,0,18
תאשור,2062,288,201,0,201,41,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,59,15,0,0,0,64,0,0,0,0,0,0,0,0,7
תומר,3558,249,206,1,205,17,2,0,0,0,0,2,15,0,0,0,0,0,0,0,1,12,59,4,0,0,0,93,0,0,0,0,0,0,0,0,0
תושיה,1083,317,247,0,247,0,4,0,0,0,0,0,143,0,0,0,0,0,0,0,33,1,55,0,0,0,0,3,0,0,0,0,0,0,0,0,8
תירוש,10,332,245,0,245,1,4,0,1,0,0,20,11,0,0,0,0,0,0,0,4,0,93,1,0,0,0,6,0,0,0,0,0,0,0,0,104
תלמי בילו,2050,344,254,1,253,15,2,0,0,0,0,12,14,0,0,0,0,0,0,0,9,4,141,2,0,0,0,37,0,0,0,0,0,0,0,0,17
אביבים,1115,327,234,0,234,5,8,0,0,0,0,3,3,0,0,0,0,0,0,0,11,1,148,0,0,0,0,2,0,0,0,0,0,0,0,0,53
אדורה,3759,246,190,0,190,2,1,1,0,0,0,2,64,0,0,0,0,0,0,0,23,9,51,1,0,0,0,32,0,0,0,0,0,0,0,0,4
אודם,4010,121,98,0,98,14,0,0,0,0,0,8,5,0,1,0,0,0,0,0,2,3,12,5,0,0,0,48,0,0,0,0,0,0,0,0,0
אילות,1126,251,164,0,164,31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,16,28,0,0,0,85,0,0,0,0,0,0,0,0,0
אילת,2600,13881,5438,26,5412,234,77,42,2,2,0,2,196,1,15,0,1,0,5,2,90,485,2295,103,5,2,0,1490,2,2,2,2,2,1,2,7,343
אלרום,4003,332,243,2,241,38,0,1,0,0,0,1,4,0,0,0,0,0,0,0,4,18,31,30,0,0,0,113,1,0,0,0,0,0,0,0,0
אלוני הבשן,4017,223,166,0,166,5,0,0,0,0,0,1,90,0,0,0,0,0,0,0,14,0,44,1,0,0,0,4,0,0,5,0,0,0,0,0,2
אליפז,1248,111,68,0,68,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,5,11,0,0,0,38,0,0,0,0,0,0,0,0,0
אלמגור,1125,289,234,0,234,16,0,2,0,0,0,0,3,0,0,0,0,0,0,0,3,5,8,36,0,0,0,161,0,0,0,0,0,0,0,0,0
אשכולות,3722,332,239,1,238,18,1,0,0,1,0,2,18,0,1,0,0,0,0,0,5,21,92,3,0,0,0,73,0,0,0,0,0,0,0,0,3
אשקלון,7100,47847,28184,194,27990,840,398,26,4,5,1,45,1158,6,18,4,2,4,1,14,669,5716,11334,176,12,9,0,4533,12,44,4,6,21,7,5,25,2891
בית הערבה,3645,153,126,0,126,5,0,0,0,0,0,0,21,0,2,0,0,0,2,0,0,13,50,4,0,0,0,26,0,0,0,0,0,0,0,1,2
בית צבי,212,74,36,0,36,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
בית רבן,848,341,254,1,253,0,8,0,0,0,0,0,133,0,0,0,0,0,0,0,36,0,41,0,0,0,0,1,0,0,0,0,0,0,0,0,34
בן שמן כפר נוער,1084,233,164,0,164,28,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,24,20,0,0,0,81,0,0,0,0,0,0,0,0,2
גדיש,145,275,188,0,188,5,2,0,0,0,0,0,10,0,0,0,0,0,0,0,8,1,144,0,0,0,0,6,0,0,0,0,0,0,0,0,12
גונן,852,338,229,2,227,37,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,7,13,36,0,0,0,124,0,0,0,0,0,0,0,0,1
גיזו,1043,145,115,0,115,15,1,0,0,0,0,2,8,0,0,0,0,0,0,0,0,2,42,15,0,0,0,29,0,0,0,0,0,0,0,0,1
גן הדרום,1072,346,277,0,277,28,0,0,0,0,0,18,13,0,0,0,0,0,0,0,0,10,81,8,0,0,0,116,0,0,0,0,0,0,0,0,3
גני הדר,1103,256,203,1,202,22,1,0,0,0,0,2,11,0,0,0,0,0,0,0,3,8,27,27,0,0,0,101,0,0,0,0,0,0,0,0,0
גני עם,218,212,167,0,167,27,0,1,0,0,0,4,6,0,0,0,0,0,0,0,1,6,16,19,0,0,0,86,0,0,0,0,0,0,0,0,1
גרופית,1129,289,177,0,177,37,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,14,21,0,0,0,100,0,0,0,0,0,0,0,0,1
האון,702,152,92,1,91,27,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4,12,3,0,0,0,32,0,0,0,0,0,0,0,2,4
הבונים,675,299,201,0,201,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,16,40,0,0,0,118,0,0,0,0,0,0,0,0,0
חברון,3400,296,230,0,230,1,3,0,0,0,0,0,105,0,0,0,0,0,0,0,86,1,24,0,0,0,0,8,1,0,0,0,0,0,0,0,1
חגי,3764,327,261,0,261,0,5,0,0,0,0,0,188,0,0,0,0,0,0,0,37,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4
חורשים,355,294,198,0,198,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,7,33,56,0,0,0,78,0,0,0,0,0,0,0,0,0
חרמש,3717,203,140,2,138,5,1,0,0,0,0,0,13,0,1,0,0,0,10,0,0,30,47,5,0,0,0,26,0,0,0,0,0,0,0,0,0
טללים,1177,322,219,0,219,39,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,7,32,19,0,0,0,108,0,0,0,0,0,0,0,0,3
יד השמונה,1134,162,122,0,122,8,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,30,24,1,0,0,0,49,0,1,0,0,1,0,0,0,0
יהל,1158,218,128,0,128,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,16,17,4,0,0,63,0,0,0,0,0,0,0,0,1
ייטב,3607,209,162,2,160,1,4,0,0,0,0,0,67,0,0,0,0,0,0,0,11,16,56,0,0,0,0,5,0,0,0,0,0,0,0,0,0
יסודות,440,319,295,0,295,0,273,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,8
ירדנה,2026,285,206,0,206,7,2,0,0,0,0,25,13,0,0,0,0,0,0,0,3,3,112,0,0,0,0,32,0,0,0,0,0,0,0,0,9
ירקונה,183,311,227,0,227,19,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,6,23,29,0,0,0,132,0,0,0,0,0,0,0,0,1
כחל,1210,350,254,0,254,47,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,8,26,21,0,0,0,140,0,0,0,0,0,0,0,0,3
כמהין,1291,233,179,2,177,27,0,0,0,0,0,10,18,0,0,0,0,0,0,0,3,9,13,21,0,0,0,76,0,0,0,0,0,0,0,0,0
כנף,4028,321,234,1,233,20,0,0,0,1,0,10,14,0,0,0,0,0,0,0,1,15,20,16,0,0,0,136,0,0,0,0,0,0,0,0,0
כסלון,859,278,198,1,197,8,5,0,0,0,0,20,5,0,0,0,0,0,0,0,5,3,89,8,0,0,0,13,0,0,0,0,0,0,0,0,41
כפר גלים,427,98,59,0,59,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,15,3,0,0,0,23,0,2,1,0,0,0,0,0,0
כפר גליקסון,310,282,214,0,214,35,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2,8,11,45,0,0,0,108,0,0,0,0,0,0,0,0,0
כפר חסידים ב,889,215,161,0,161,1,3,0,0,0,0,2,38,0,0,0,0,0,0,0,3,10,49,2,1,0,0,47,0,0,0,0,0,0,0,0,5
כפר מלל,98,285,232,0,232,28,0,0,0,0,0,32,4,0,0,0,0,0,0,0,2,2,31,32,0,0,0,101,0,0,0,0,0,0,0,0,0
כפר רות,1166,189,159,0,159,15,2,0,0,0,0,58,12,0,0,0,0,0,0,0,5,1,15,7,0,0,0,43,0,0,0,0,0,0,0,0,1
לוטן,1255,159,90,0,90,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,27,2,0,0,41,0,0,0,0,0,0,0,0,0
מאיר שפיה,102,118,63,1,62,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9,18,4,0,0,0,24,0,0,0,0,0,0,1,0,0
מבוא דותן,3569,280,192,0,192,1,0,0,0,0,0,0,34,0,0,0,0,0,0,0,38,9,82,1,0,0,0,19,0,0,0,0,0,0,0,0,8
מבוא מודיעים,1141,189,107,1,106,1,17,0,0,0,0,0,37,0,2,0,0,0,0,0,7,0,20,1,0,0,0,8,0,1,0,0,0,0,1,0,11
מחנה יוכבד,1416,121,71,0,71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,2,0,0,0,49,0,0,0,0,0,0,0,0,3
מי עמי,1128,256,205,0,205,34,1,2,0,0,0,0,3,0,2,0,0,0,0,0,0,3,5,53,0,0,0,101,0,1,0,0,0,0,0,0,0
מלאה,164,278,216,1,215,12,1,0,0,0,0,5,13,0,0,0,0,0,0,0,6,4,129,1,0,0,0,21,0,0,0,0,0,0,0,0,23
מנרה,347,212,151,0,151,43,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,19,0,0,0,75,0,0,0,0,0,0,0,0,0
מסדה,263,272,176,1,175,28,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,5,19,11,0,0,0,105,0,1,1,0,0,0,0,0,2
מסעדה,4203,346,86,1,85,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,8,19,1,0,0,0,40,0,0,0,0,0,0,0,6,5
מעלה עמוס,3653,341,251,2,249,0,125,0,0,0,0,0,61,0,0,0,0,0,0,0,24,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,21
מצדות יהודה,3745,314,241,2,239,2,1,0,0,0,0,0,192,0,0,0,0,0,0,0,20,1,14,2,0,0,0,2,0,0,0,0,0,0,0,0,5
מצפה אילן,1370,210,184,0,184,3,1,0,0,0,0,0,143,0,0,0,0,0,0,0,5,0,23,0,0,0,0,9,0,0,0,0,0,0,0,0,0
מצפה שלם,3610,235,178,1,177,31,1,1,0,0,0,1,34,0,0,0,0,0,0,0,4,9,14,12,0,0,0,67,2,0,0,0,0,0,0,0,1
מקווה ישראל,22,150,95,0,95,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,25,9,0,0,0,45,0,0,0,0,0,0,0,0,1
משגב עם,378,252,172,2,170,33,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,11,7,23,0,0,0,90,0,0,0,0,0,1,0,0,0
נאות סמדר,1197,261,159,0,159,15,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,4,13,56,0,0,0,64,0,0,0,0,0,0,0,0,1
נווה אור,590,340,234,1,233,51,1,0,0,0,0,2,4,0,0,0,0,0,0,0,2,11,21,26,0,0,0,114,0,0,0,0,0,0,0,0,1
נווה אטיב,4303,164,99,0,99,5,0,0,0,0,0,5,5,0,0,2,0,0,0,0,2,3,22,5,0,0,0,49,0,0,0,0,0,0,0,1,0
נווה שלום,1259,213,168,0,168,18,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,2,0,10,0,0,0,0,0,0,0,0,0
נחליאל,3767,330,259,1,258,0,47,0,0,0,0,0,62,0,0,0,0,0,0,0,74,0,32,0,0,0,0,1,0,0,0,0,0,1,0,0,41
ניצנה קהילת חינוך,1195,240,83,0,83,6,0,4,0,0,0,1,12,0,0,1,0,0,0,0,0,8,13,2,0,0,0,35,0,0,0,0,1,0,0,0,0
ניצני סיני,1280,202,121,0,121,16,0,0,0,0,0,9,8,0,1,0,0,0,0,0,0,7,18,7,0,0,0,54,0,0,0,0,0,0,0,0,1
ניצנים,359,347,254,0,254,51,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,7,8,42,0,0,0,139,0,0,0,0,0,1,0,0,0
נעמה,3713,143,82,1,81,4,0,0,0,0,0,3,6,0,0,0,0,0,0,0,2,4,25,2,0,0,0,35,0,0,0,0,0,0,0,0,0
נתיב הגדוד,3555,228,156,0,156,52,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,6,34,4,0,0,0,49,0,0,0,0,0,0,0,0,1
סנסנה,3777,241,211,0,211,3,3,0,0,0,0,1,174,0,0,0,0,0,0,0,6,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,2
עוקבי בנו עוקבה,957,283,143,2,141,3,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,10,0,0,0,0,0,0,0,0,0
עטרת,3658,298,255,0,255,0,7,0,0,0,0,0,187,0,0,0,0,0,0,0,40,0,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0
עיינות,156,136,53,0,53,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,12,4,0,0,0,17,0,0,0,0,0,0,0,0,0
עין חוד,1320,193,116,4,112,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
פני חבר,3723,222,174,2,172,1,12,0,0,0,0,0,97,0,0,0,0,0,0,0,35,0,16,0,0,0,0,5,0,0,0,0,0,0,0,0,6
פרזון,2053,320,240,3,237,6,3,0,0,0,0,16,21,0,0,0,0,0,0,1,15,4,129,3,0,0,0,31,0,0,0,1,0,0,0,0,7
צור נתן,1148,228,169,1,168,12,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,12,51,12,0,0,0,73,0,0,0,0,0,0,0,0,0
צפרירים,1079,305,217,0,217,16,1,4,0,0,0,57,4,0,1,0,0,0,0,0,6,4,37,18,0,0,0,51,0,0,0,0,0,0,0,0,18
קדרים,1211,180,123,0,123,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,25,0,0,0,62,0,0,0,0,0,0,0,0,0
קרית מלאכי,1034,4898,3119,18,3101,95,251,5,0,1,0,8,195,0,3,2,0,1,0,3,168,83,1259,9,3,4,0,449,0,23,0,0,4,2,6,0,527
שדות מיכה,27,268,187,1,186,7,4,0,2,0,0,19,10,0,0,0,0,0,0,0,5,1,76,0,0,0,0,10,0,0,0,0,0,0,0,0,52
שומריה,1265,336,279,1,278,1,52,0,0,0,0,0,181,0,0,0,0,0,0,0,28,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,4
שחרות,1266,118,69,0,69,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,6,17,0,0,0,31,0,0,0,0,0,0,0,0,0
שעל,4009,210,161,0,161,13,0,0,0,0,0,11,6,0,2,0,0,0,0,0,2,12,42,8,0,0,0,58,0,0,1,0,0,0,0,0,6
שער מנשה,921,131,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,2
תל קציר,719,309,227,2,225,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,14,28,15,0,0,0,119,0,0,1,0,0,0,0,0,2
